Title,Alineamiento estatégico,Manejo de valor,Manejo de riesgo,Manejo de gobernanza,Otros,Monitoreo y control de portafolio
Technology adoption in the SME sector for promoting agile manufacturing practices,6.87,15.75,10.75,18.34,8.42,12.16
Sprint performance forecasts in agile software development: The effect of futurespectives on team-driven dynamics,6.58,17.13,12.38,20.96,9.65,12.5
The design and evaluation of an antimicrobial resistance surveillance system for neonatal intensive care units in Iran,9.8,20.44,15.19,23.14,12.73,17.91
Smart learning analytics: Conceptual modeling and agile engineering,6.43,16.02,12.62,21.4,9.45,12.5
Implementing self-service business analytics supporting lean manufacturing: A state-of-the-art review,5.99,15.19,9.81,22.27,8.42,14.53
Business Intelligence for Small and Medium-Sized Enterprises: An Agile Roadmap toward Business Sustainability,9.65,17.68,13.08,23.14,10.88,13.85
A predictive government decision based on citizen opinions - tools & results,6.14,13.81,9.58,12.66,9.24,12.16
Digital lean cyber-physical production systems: The emergence of digital lean manufacturing and the significance of digital waste,5.12,12.98,10.05,15.28,7.6,11.82
Real-time bit wear monitoring and prediction using surface mechanics data analytics: A step toward digitization through agile development,9.65,17.4,14.49,22.71,10.88,16.22
Conceptual Modeling Education as a “Design Problem”,6.14,14.36,11.21,18.78,9.24,13.18
Information technology integration for accelerated knowledge sharing practices: Challenges and prospects for small and medium enterprise,8.33,18.23,11.92,20.09,10.68,13.85
Evolving Green Chemistry Metrics into Predictive Tools for Decision Making and Benchmarking Analytics,4.97,13.54,10.51,20.09,9.24,12.5
New Trends in Mobile Technologies Education in Slovakia: An Empirical Study,7.02,17.4,12.15,22.27,8.62,15.2
A quality model for actionable analytics in rapid software development,7.46,18.23,13.08,22.27,10.47,14.53
Building novel capabilities to enable business intelligence agility: results from a quantitative study,10.53,22.93,13.79,23.58,11.7,15.54
Application of Lean principles and software solutions for maintenance records in continuing airworthiness management organisations,6.14,14.09,11.68,14.85,10.06,12.5
Big Data: A Tutorial-Based Approach,5.99,13.81,9.58,13.54,8.62,11.49
"3rd International Conference of Reliable Information and Communication Technology, IRICT 2018",8.63,20.44,15.65,17.47,14.17,15.54
How does open government data driven co-creation occur? Six factors and a ‘perfect storm’; insights from Chicago's food inspection forecasting model,5.85,14.92,10.51,13.54,10.27,12.16
Big data framework for agile business (BDFAB) As a basis for developing holistic strategies in big data adoption,6.43,15.47,10.75,14.85,9.03,11.15
Agile local governments: Experimentation before implementation,5.56,15.47,10.75,13.54,8.42,11.49
Agile Condor: A scalable high performance embedded computing architecture,8.48,16.02,10.51,20.52,9.24,13.85
2017 SIGED International Conference on Information Systems Education and Research,5.26,14.92,11.21,15.28,8.21,12.5
"10th IFIP WG 8.1 Working Conference on the Practice of Enterprise Modelling, PoEM 2017",10.09,19.61,14.95,21.83,12.53,16.22
Agile big data analytics development: An architecture-centric approach,5.7,16.02,10.28,17.9,8.62,13.18
Increasing firm agility through the use of data analytics: The role of fit,10.82,19.61,14.72,23.58,11.5,17.57
"A data-driven strategy for predicting greenness scores, rationally comparing synthetic routes and benchmarking PMI outcomes for the synthesis of molecules in the pharmaceutical industry",7.16,19.89,13.55,20.09,12.73,14.19
Designing a ‘concept of operations’ architecture for next-generation multi-organisational service networks,8.77,20.17,12.62,24.45,10.68,12.84
Adopting flow analytics in software development projects,7.6,17.13,12.15,22.71,8.83,15.2
On the model design of integrated intelligent big data analytics systems,9.5,17.68,12.62,21.83,12.11,14.53
"3rd International Conference on Information Systems Design and Intelligent Applications, INDIA 2016",6.43,20.72,13.08,23.14,11.7,16.89
Big Data—Challenges,5.41,13.81,10.05,14.41,9.24,11.49
Proactive manufacturing-a big-data driven emerging manufacturing paradigm,3.95,10.77,8.18,11.79,7.6,12.16
"Big data strategies for agile business: Framework, practices, and transformation roadmap",4.97,13.26,8.88,12.23,6.78,10.14
Cognitive hyperconnected digital transformation: Internet of things intelligence evolution,11.55,21.82,17.99,25.33,13.35,18.58
Blockchain technology innovations,8.63,16.3,12.85,15.72,9.03,14.53
Earned Value Analysis Deployment in an Enterprise Using BI Software,6.29,16.85,10.51,19.65,8.83,12.5
Time to Market—Enabling the Specific Efficiency and Cooperation in Product Development by the Institutional Role Model,9.65,18.78,16.59,24.02,15.2,16.89
Agility in business intelligence,7.02,14.92,10.98,17.03,9.65,11.15
Effectiveness of agile implementation methods in business intelligence projects from an end-user perspective,7.89,18.78,12.38,17.9,10.27,14.86
Visual analytics in enterprise architecture management: A systematic literature review,8.63,16.02,10.98,16.59,9.86,14.19
Agile visual analytics in data science systems,7.6,14.92,10.75,19.21,9.45,14.19
"How does the pore-throat size control the reservoir quality and oiliness of tight sandstones? The case of the Lower Cretaceous Quantou Formation in the southern Songliao Basin, China",6.58,15.75,14.25,13.97,11.5,14.86
Improving Operational Efficiency of Applications via Cloud Computing,4.53,12.15,9.81,14.41,7.39,11.49
Profit per Hour as a Target Process Control Parameter for Manufacturing Systems Enabled by Big Data Analytics and Industry 4.0 Infrastructure,7.46,14.92,11.92,17.47,10.88,14.19
Health worker focused distributed simulation for improving capability of health systems in Liberia,6.73,16.3,12.62,13.54,9.03,12.16
Architecture for Complex Event Processing Using Open Source Technologies,8.33,17.13,12.85,21.4,10.88,14.53
"Distributing computing in the internet of things: Cloud, fog and edge computing overview",6.87,15.19,11.45,14.41,10.68,12.16
Industrial big data visualization: A case study using flight data recordings to discover the factors affecting the airplane fuel efficiency,7.75,17.4,12.62,13.97,9.65,14.19
Agile analytics: Applying in the development of data warehouse for business intelligence system in higher education,5.85,14.09,9.35,14.85,8.21,10.81
Strong agile metrics: Mining log data to determine predictive power of software metrics for continuous delivery teams,4.09,13.81,9.11,15.28,8.01,11.15
"17th International Conference on Web Engineering, ICWE 2017",6.29,16.02,9.35,19.65,9.24,11.15
Deploying Software Team Analytics in a Multinational Organization,5.7,15.47,10.28,18.34,8.21,11.49
Multi-perspective digitization architecture for the internet of things,7.16,14.36,10.75,17.47,8.83,13.85
Model-based analytics for profiling workloads in virtual network functions,4.82,12.43,10.28,12.23,7.19,12.84
Sparkbench – A spark performance testing suite,8.77,17.13,13.08,19.21,11.09,12.84
Towards methods for systematic research on big data,5.56,14.64,11.92,19.21,9.45,12.16
Big data analytics initiatives using business intelligence maturity model approach in public sector,8.63,16.57,10.98,17.47,9.45,14.19
Advanced big data analytics improves HSE management,7.16,14.92,12.85,14.85,10.68,13.18
Big data analytics in logistics and supply chain management: Certain investigations for research and applications,9.8,21.55,15.19,20.09,13.76,20.27
Library data labs: using an agile approach to develop library analytics in UK higher education,8.77,17.13,10.98,16.59,9.24,12.5
Position paper - Proposal for a scientific software lifecycle model,8.19,15.47,12.85,19.65,9.65,14.86
Local government unit analytics for program planning & policy-making in Caloocan city,4.82,12.15,9.81,15.72,6.16,10.14
Cloud Transformation Analytics Services: A Case Study of Cloud Fitness Validation for Server Migration,6.43,16.3,10.75,17.47,8.83,12.16
Advanced text and video analytics for proactive decision making,9.8,19.34,12.62,21.83,12.11,15.2
Digital Manufacturing and Flexible Assembly Technologies for Reconfigurable Aerospace Production Systems,6.43,14.64,10.28,14.85,8.01,10.81
"Digital transformation at thyssenkrupp: Challenges, strategies and examples",5.12,12.43,10.28,13.97,7.8,10.81
"Utilizing high-performance embedded computing, agile condor, for intelligent processing: An artificial intelligence platform for remotely piloted aircraft",6.14,13.54,10.75,13.97,9.45,13.18
Continuously experiment to assess values early on,6.29,14.09,10.98,17.03,9.24,12.16
What can be learnt from experienced data scientists? A case study,8.77,18.51,13.32,20.52,10.68,14.53
"The quantified self in precarity: Work, technology and what counts",5.56,13.26,8.88,15.72,8.21,10.81
"Proceedings - 2017 IEEE 21st International Enterprise Distributed Object Computing Conference, EDOC 2017",7.02,16.85,10.75,21.83,9.86,14.19
SlicerAstro: A 3-D interactive visual analytics tool for HI data,6.14,11.33,8.64,14.85,8.42,11.49
Agile big data analytics: AnalyticsOps for data science,5.99,14.64,10.98,14.41,9.03,12.84
Capabilities to achieve business intelligence agility - Research model and tentative results,8.48,19.34,13.32,20.09,11.29,15.2
Using Analytics to Guide Improvement during an Agile-DevOps Transformation,5.99,15.75,11.45,19.21,9.24,15.2
Self-Corrective Dynamic Networks via Decentralized Reverse Computations,6.29,13.81,11.92,15.72,8.62,11.82
EFFECTIVENESS of AGILE COMPARED to WATERFALL IMPLEMENTATION METHODS in IT PROJECTS: ANALYSIS BASED on BUSINESS INTELLIGENCE PROJECTS,8.19,18.23,12.38,17.9,10.06,13.51
"Business intelligence competence, agile capabilities, and agile performance in supply chain An empirical study",8.48,17.68,11.21,17.47,9.24,14.53
Taking a different approach to drilling data aggregation to improve drilling performance,9.36,18.51,16.59,17.9,12.53,17.23
Agile analytics: Slicing data warehousing user stories for business value,2.92,9.39,6.31,10.92,4.52,7.77
"17th Americas Conference on Information Systems 2011, AMCIS 2011",15.06,25.69,21.96,34.5,17.25,22.64
Work systems based fractal architecture of information systems,5.41,12.71,9.58,17.03,7.39,10.81
CRASP - a strategic methodology perspective for sustainable value Chain management,9.36,18.78,14.02,20.96,11.91,16.22
How to make business intelligence agile: The agile BI actions catalog,6.58,16.85,11.68,19.21,10.27,14.53
Notice of Retraction: Study on prediction model of surface roughness in external cylindrical grinding,5.12,14.09,8.88,15.28,8.01,14.53
"Tagungsband Multikonferenz Wirtschaftsinformatik 2014, MKWI 2014",6.29,18.23,11.45,20.96,10.68,14.86
Agile software architecture in advanced data analytics,7.89,15.75,12.38,21.4,9.45,14.53
Leveraging the capabilities of service-oriented decision support systems: Putting analytics and big data in cloud,8.63,17.68,13.08,19.65,10.88,14.53
Exploit unstructured data using deep analytics to optimise enterprise IT asset management,6.43,12.43,11.21,16.16,9.03,11.49
COVER model pivot view indexing for efficient XML data management,6.73,12.71,11.21,16.16,9.65,11.15
Need 4 speed: Leverage new metrics to boost your velocity without compromising on quality,5.12,15.47,10.98,15.72,8.01,11.49
Underpinning sustainability with advanced and visual analytics within the intelligent operations center,10.53,19.89,15.89,19.65,12.11,17.23
"Value driven outcomes (VDO): A pragmatic, modular, and extensible software framework for understanding and improving health care costs and outcomes",8.63,16.3,13.79,18.34,10.88,15.54
Health informatics visualisation engine: HIVE,6.14,14.36,10.05,13.1,8.62,13.18
Work systems paradigm and frames for fractal architecture of information systems,6.58,13.54,10.98,17.9,8.21,11.49
GeoSpatial-temporal analytics to gain insight from linked open data,8.48,16.57,12.15,17.03,9.45,13.85
Lean-Agile adaptations in clinical laboratory accredited ISO 15189,8.33,17.4,13.79,18.78,10.88,14.19
A workflow for intelligent data-driven analytics software development in oil and gas industry,10.96,20.99,18.22,25.33,16.63,21.96
Going cloud with your big data: A structured approach,6.29,14.64,9.35,13.54,9.24,11.82
"Readiness Integration Center (RIC): Increasing safety, improving maintenance, decreasing cost",6.73,14.92,10.28,14.85,9.24,13.51
A classification for business intelligence agility indicators,6.58,16.02,10.98,20.96,10.27,12.16
AN OPEN SOURCE GEOVISUAL ANALYTICS TOOLBOX for MULTIVARIATE SPATIO-TEMPORAL DATA in ENVIRONMENTAL CHANGE MODELLING,9.36,17.4,14.02,23.58,13.76,15.54
Modeling software engineering projects as a business: A business intelligence perspective,5.85,14.36,10.98,17.9,8.21,15.54
"20th Americas Conference on Information Systems, AMCIS 2014",19.59,31.22,26.64,35.37,24.44,26.35
Augmenting in-house big data resources,6.73,13.54,9.11,13.54,8.01,9.8
